Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Amloh,56,GEN,53,GEN,Rajinder Singh,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,359,0%,0,51-60,9,Lost,9,1,113454,IND,Independent,Independent,S19,Punjab,359,359,2017,0
Sahnewal,59,GEN,27,GEN,Daljeet Singh Bajwa,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,352,0%,0,Upto 30,9,Lost,9,1,167482,IND,Independent,Independent,S19,Punjab,352,352,2017,0
Ludhiana West,64,GEN,41,GEN,Arshdeep Singh,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,247,0%,0,41-45,8,Lost,8,1,122515,IND,Independent,Independent,S19,Punjab,247,247,2017,0
Ludhiana North,65,GEN,31,GEN,Rakesh Jain,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,245,0%,0,31-35,10,Lost,10,1,124557,IND,Independent,Independent,S19,Punjab,245,245,2017,0
Moga,73,GEN,42,GEN,Manjeet Singh Maan,Male,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,1801,1%,0,41-45,4,Lost,4,1,145463,IND,Independent,Independent,S19,Punjab,1801,1801,2017,0
Dharamkot,74,GEN,32,GEN,Vikas,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,312,0%,0,31-35,8,Lost,8,1,143996,IND,Independent,Independent,S19,Punjab,312,312,2017,0
Zira,75,GEN,40,GEN,Gurpreet Singh,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,502,0%,0,36-40,7,Lost,7,1,151373,IND,Independent,Independent,S19,Punjab,502,502,2017,0
Fazilka,80,GEN,43,GEN,Naginder Singh,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,511,0%,0,41-45,10,Lost,10,1,143073,IND,Independent,Independent,S19,Punjab,511,511,2017,0
Abohar,81,GEN,65,GEN,Nathu Ram,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,614,0%,0,61-70,6,Lost,6,1,125129,IND,Independent,Independent,S19,Punjab,614,614,2017,0
Rampura Phul,90,GEN,51,GEN,Charan Singh,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,182,0%,0,51-60,11,Lost,11,1,136607,IND,Independent,Independent,S19,Punjab,182,182,2017,0
Sunam,101,GEN,55,GEN,Rajinder Deepa,Male,11,0.02%,Candidate Count,15443466,TRUE,Upto 100,3237,2%,0,51-60,4,Lost,4,1,155406,IND,Independent,Independent,S19,Punjab,3237,3237,2017,0
Malerkotla,105,GEN,39,GEN,Mohd Mukarram Saify,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,203,0%,0,36-40,11,Lost,11,1,126255,IND,Independent,Independent,S19,Punjab,203,203,2017,0
Patiala Rural,110,GEN,53,GEN,Jasbir Singh,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,273,0%,0,51-60,10,Lost,10,1,146668,IND,Independent,Independent,S19,Punjab,273,273,2017,0
Rajpura,111,GEN,52,GEN,Mahesh Kumar,Male,11,0.00%,Candidate Count,15443466,TRUE,Upto 100,443,0%,0,51-60,9,Lost,9,1,128073,IND,Independent,Independent,S19,Punjab,443,443,2017,0
Batala,7,GEN,36,GEN,Gurpreet Singh Ghulli,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,622,1%,0,36-40,6,Lost,6,1,123414,IND,Independent,Independent,S19,Punjab,622,622,2017,0
Amritsar North,15,GEN,56,GEN,Bal Krishan Sharma,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,162,0%,0,51-60,9,Lost,9,1,118084,IND,Independent,Independent,S19,Punjab,162,162,2017,0
Amritsar South,19,GEN,55,GEN,Maninder Pal Singh Palasour,Male,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1343,1%,0,51-60,4,Lost,4,1,93361,IND,Independent,Independent,S19,Punjab,1343,1343,2017,0
Dasuya,40,GEN,45,GEN,Baldev Singh,Male,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1024,1%,0,41-45,8,Lost,8,1,130819,IND,Independent,Independent,S19,Punjab,1024,1024,2017,0
Sahnewal,59,GEN,56,GEN,Dalip Singh,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,624,0%,0,51-60,6,Lost,6,1,167482,IND,Independent,Independent,S19,Punjab,624,624,2017,0
Ludhiana West,64,GEN,67,GEN,Krishan Lal Babbar,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,109,0%,0,61-70,12,Lost,12,1,122515,IND,Independent,Independent,S19,Punjab,109,109,2017,0
Zira,75,GEN,27,GEN,Dharminder Singh,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,345,0%,0,Upto 30,8,Lost,8,1,151373,IND,Independent,Independent,S19,Punjab,345,345,2017,0
Guru Har Sahai,78,GEN,36,GEN,Gurmit Singh,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,166,0%,0,36-40,10,Lost,10,1,137298,IND,Independent,Independent,S19,Punjab,166,166,2017,0
Rampura Phul,90,GEN,49,GEN,Jaswant Singh Sidhu,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,347,0%,0,46-50,9,Lost,9,1,136607,IND,Independent,Independent,S19,Punjab,347,347,2017,0
Bathinda Urban,92,GEN,58,GEN,Satish Kumar,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,526,0%,0,51-60,6,Lost,6,1,151392,IND,Independent,Independent,S19,Punjab,526,526,2017,0
Sunam,101,GEN,54,GEN,Labh Singh,Male,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,927,1%,0,51-60,7,Lost,7,1,155406,IND,Independent,Independent,S19,Punjab,927,927,2017,0
Amargarh,106,GEN,46,GEN,Manjinder Singh,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,578,0%,0,46-50,9,Lost,9,1,131553,IND,Independent,Independent,S19,Punjab,578,578,2017,0
Sanour,114,GEN,32,GEN,Gurpreet Singh,Male,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,317,0%,0,31-35,16,Lost,16,1,164791,IND,Independent,Independent,S19,Punjab,317,317,2017,0
Batala,7,GEN,46,GEN,Lakhbir Singh,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,243,0%,0,46-50,11,Lost,11,1,123414,IND,Independent,Independent,S19,Punjab,243,243,2017,0
Ajnala,11,GEN,58,GEN,Dhanwant Singh,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,404,0%,0,51-60,8,Lost,8,1,121487,IND,Independent,Independent,S19,Punjab,404,404,2017,0
Amritsar North,15,GEN,40,GEN,Roop Lal,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,205,0%,0,36-40,6,Lost,6,1,118084,IND,Independent,Independent,S19,Punjab,205,205,2017,0
Ludhiana West,64,GEN,31,GEN,Navpreet Singh Bedi,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,199,0%,0,31-35,10,Lost,10,1,122515,IND,Independent,Independent,S19,Punjab,199,199,2017,0
Guru Har Sahai,78,GEN,49,GEN,Gurmit Singh,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,413,0%,0,46-50,7,Lost,7,1,137298,IND,Independent,Independent,S19,Punjab,413,413,2017,0
Fazilka,80,GEN,36,GEN,Ramesh Kataria,Male,13,0.02%,Candidate Count,15443466,TRUE,Upto 100,2321,2%,0,36-40,6,Lost,6,1,143073,IND,Independent,Independent,S19,Punjab,2321,2321,2017,0
Rampura Phul,90,GEN,43,GEN,Paramjit Singh Sidhu,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,666,0%,0,41-45,4,Lost,4,1,136607,IND,Independent,Independent,S19,Punjab,666,666,2017,0
Patiala Rural,110,GEN,46,GEN,Resham Kahlon,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,280,0%,0,46-50,9,Lost,9,1,146668,IND,Independent,Independent,S19,Punjab,280,280,2017,0
Sanour,114,GEN,32,GEN,Gurvinder Singh,Male,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,181,0%,0,31-35,18,Lost,18,1,164791,IND,Independent,Independent,S19,Punjab,181,181,2017,0
S.A.S.Nagar,53,GEN,29,GEN,Parneet Singh Pandher,Male,14,0.00%,Candidate Count,15443466,TRUE,Upto 100,340,0%,0,Upto 30,7,Lost,7,1,140803,IND,Independent,Independent,S19,Punjab,340,340,2017,0
Ludhiana West,64,GEN,61,GEN,Baldev Raj Katna,Male,14,0.00%,Candidate Count,15443466,TRUE,Upto 100,211,0%,0,61-70,9,Lost,9,1,122515,IND,Independent,Independent,S19,Punjab,211,211,2017,0
Guru Har Sahai,78,GEN,52,GEN,Gurmeet Singh Sodhi,Male,14,0.00%,Candidate Count,15443466,TRUE,Upto 100,245,0%,0,51-60,8,Lost,8,1,137298,IND,Independent,Independent,S19,Punjab,245,245,2017,0
Rampura Phul,90,GEN,51,GEN,Manjit Singh,Male,14,0.00%,Candidate Count,15443466,TRUE,Upto 100,579,0%,0,51-60,6,Lost,6,1,136607,IND,Independent,Independent,S19,Punjab,579,579,2017,0
Sanour,114,GEN,76,GEN,Tarsem Singh Khatkar,Male,14,0.00%,Candidate Count,15443466,TRUE,Upto 100,339,0%,0,>70,14,Lost,14,1,164791,IND,Independent,Independent,S19,Punjab,339,339,2017,0
Ajnala,11,GEN,67,GEN,Rattan Singh,Male,15,0.00%,Candidate Count,15443466,TRUE,Upto 100,502,0%,0,61-70,6,Lost,6,1,121487,IND,Independent,Independent,S19,Punjab,502,502,2017,0
Amritsar East,18,GEN,42,GEN,Mandeep Singh Manna,Male,15,0.01%,Candidate Count,15443466,TRUE,Upto 100,1863,2%,0,41-45,4,Lost,4,1,99664,IND,Independent,Independent,S19,Punjab,1863,1863,2017,0
S.A.S.Nagar,53,GEN,67,GEN,Paramjit Singh Padda,Male,15,0.00%,Candidate Count,15443466,TRUE,Upto 100,168,0%,0,61-70,14,Lost,14,1,140803,IND,Independent,Independent,S19,Punjab,168,168,2017,0
Guru Har Sahai,78,GEN,42,GEN,Manoj Kumar,Male,15,0.00%,Candidate Count,15443466,TRUE,Upto 100,192,0%,0,41-45,9,Lost,9,1,137298,IND,Independent,Independent,S19,Punjab,192,192,2017,0
Fazilka,80,GEN,31,GEN,Vinod Kumar,Male,15,0.00%,Candidate Count,15443466,TRUE,Upto 100,639,0%,0,31-35,8,Lost,8,1,143073,IND,Independent,Independent,S19,Punjab,639,639,2017,0
Sanour,114,GEN,35,GEN,Mohan Lal,Male,16,0.01%,Candidate Count,15443466,TRUE,Upto 100,1018,1%,0,31-35,5,Lost,5,1,164791,IND,Independent,Independent,S19,Punjab,1018,1018,2017,0
Sanour,114,GEN,49,GEN,Rajinder Singh Pawar,Male,17,0.01%,Candidate Count,15443466,TRUE,Upto 100,835,1%,0,46-50,6,Lost,6,1,164791,IND,Independent,Independent,S19,Punjab,835,835,2017,0
Sanour,114,GEN,59,GEN,Lakhwinder Singh Sanaur,Male,18,0.00%,Candidate Count,15443466,TRUE,Upto 100,650,0%,0,51-60,9,Lost,9,1,164791,IND,Independent,Independent,S19,Punjab,650,650,2017,0
Khem Karan,22,GEN,,NULL,None Of The Above,NOTA,6,0.01%,Candidate Count,15443466,TRUE,Upto 100,1484,1%,0,>70,5,Lost,5,1,154504,NOTA,NOTA,None of the Above,S19,Punjab,1484,1484,2017,0
Fatehgarh Sahib,55,GEN,,NULL,None Of The Above,NOTA,6,0.01%,Candidate Count,15443466,TRUE,Upto 100,803,1%,0,>70,5,Lost,5,1,124777,NOTA,NOTA,None of the Above,S19,Punjab,803,803,2017,0
Ludhiana Central,63,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,15443466,TRUE,Upto 100,1064,1%,0,>70,4,Lost,4,1,103012,NOTA,NOTA,None of the Above,S19,Punjab,1064,1064,2017,0
Lambi,83,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,15443466,TRUE,Upto 100,1101,1%,0,>70,4,Lost,4,1,133987,NOTA,NOTA,None of the Above,S19,Punjab,1101,1101,2017,0
Dhuri,107,GEN,,NULL,None Of The Above,NOTA,7,0.00%,Candidate Count,15443466,TRUE,Upto 100,662,1%,0,>70,6,Lost,6,1,128425,NOTA,NOTA,None of the Above,S19,Punjab,662,662,2017,0
Patiala,115,GEN,,NULL,None Of The Above,NOTA,7,0.01%,Candidate Count,15443466,TRUE,Upto 100,1090,1%,0,>70,4,Lost,4,1,106298,NOTA,NOTA,None of the Above,S19,Punjab,1090,1090,2017,0
Fatehgarh Churian,9,GEN,,NULL,None Of The Above,NOTA,8,0.00%,Candidate Count,15443466,TRUE,Upto 100,489,0%,0,>70,7,Lost,7,1,124045,NOTA,NOTA,None of the Above,S19,Punjab,489,489,2017,0
Rupnagar,50,GEN,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,15443466,TRUE,Upto 100,917,1%,0,>70,6,Lost,6,1,130084,NOTA,NOTA,None of the Above,S19,Punjab,917,917,2017,0
Ludhiana East,60,GEN,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,15443466,TRUE,Upto 100,1067,1%,0,>70,5,Lost,5,1,130213,NOTA,NOTA,None of the Above,S19,Punjab,1067,1067,2017,0
Bhagha Purana,72,GEN,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,15443466,TRUE,Upto 100,897,1%,0,>70,5,Lost,5,1,138050,NOTA,NOTA,None of the Above,S19,Punjab,897,897,2017,0
Gidderbaha,84,GEN,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,15443466,TRUE,Upto 100,885,1%,0,>70,4,Lost,4,1,139227,NOTA,NOTA,None of the Above,S19,Punjab,885,885,2017,0
Sangrur,108,GEN,,NULL,None Of The Above,NOTA,8,0.00%,Candidate Count,15443466,TRUE,Upto 100,768,1%,0,>70,6,Lost,6,1,142781,NOTA,NOTA,None of the Above,S19,Punjab,768,768,2017,0
Gurdaspur,4,GEN,,NULL,None Of The Above,NOTA,9,0.00%,Candidate Count,15443466,TRUE,Upto 100,593,1%,0,>70,6,Lost,6,1,117390,NOTA,NOTA,None of the Above,S19,Punjab,593,593,2017,0
Tarn Taran,21,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,15443466,TRUE,Upto 100,838,1%,0,>70,6,Lost,6,1,132573,NOTA,NOTA,None of the Above,S19,Punjab,838,838,2017,0
Khadoor Sahib,24,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,15443466,TRUE,Upto 100,820,1%,0,>70,6,Lost,6,1,146362,NOTA,NOTA,None of the Above,S19,Punjab,820,820,2017,0
Kapurthala,27,GEN,,NULL,None Of The Above,NOTA,9,0.00%,Candidate Count,15443466,TRUE,Upto 100,654,1%,0,>70,5,Lost,5,1,105540,NOTA,NOTA,None of the Above,S19,Punjab,654,654,2017,0
Kotkapura,88,GEN,,NULL,None Of The Above,NOTA,9,0.00%,Candidate Count,15443466,TRUE,Upto 100,674,1%,0,>70,5,Lost,5,1,122303,NOTA,NOTA,None of the Above,S19,Punjab,674,674,2017,0
Maur,95,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,15443466,TRUE,Upto 100,853,1%,0,>70,5,Lost,5,1,137593,NOTA,NOTA,None of the Above,S19,Punjab,853,853,2017,0
Mansa,96,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,15443466,TRUE,Upto 100,1253,1%,0,>70,7,Lost,7,1,174326,NOTA,NOTA,None of the Above,S19,Punjab,1253,1253,2017,0
Ghanaur,113,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,15443466,TRUE,Upto 100,829,1%,0,>70,7,Lost,7,1,125479,NOTA,NOTA,None of the Above,S19,Punjab,829,829,2017,0
Samana,116,GEN,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,15443466,TRUE,Upto 100,1052,1%,0,>70,6,Lost,6,1,149226,NOTA,NOTA,None of the Above,S19,Punjab,1052,1052,2017,0
Sujanpur,1,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,1008,1%,0,>70,7,Lost,7,1,125369,NOTA,NOTA,None of the Above,S19,Punjab,1008,1008,2017,0
Amritsar Central,17,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,919,1%,0,>70,4,Lost,4,1,90708,NOTA,NOTA,None of the Above,S19,Punjab,919,919,2017,0
Patti,23,GEN,,NULL,None Of The Above,NOTA,10,0.00%,Candidate Count,15443466,TRUE,Upto 100,758,1%,0,>70,5,Lost,5,1,143413,NOTA,NOTA,None of the Above,S19,Punjab,758,758,2017,0
Bholath,26,GEN,,NULL,None Of The Above,NOTA,10,0.00%,Candidate Count,15443466,TRUE,Upto 100,379,0%,0,>70,7,Lost,7,1,97940,NOTA,NOTA,None of the Above,S19,Punjab,379,379,2017,0
Nakodar,31,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,1039,1%,0,>70,7,Lost,7,1,143322,NOTA,NOTA,None of the Above,S19,Punjab,1039,1039,2017,0
Jalandhar Cantt.,37,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,1445,1%,0,>70,5,Lost,5,1,126811,NOTA,NOTA,None of the Above,S19,Punjab,1445,1445,2017,0
Urmar,41,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,839,1%,0,>70,6,Lost,6,1,126075,NOTA,NOTA,None of the Above,S19,Punjab,839,839,2017,0
Nawanshahr,47,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,844,1%,0,>70,6,Lost,6,1,128619,NOTA,NOTA,None of the Above,S19,Punjab,844,844,2017,0
Anandpur Sahib,49,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,858,1%,0,>70,7,Lost,7,1,135078,NOTA,NOTA,None of the Above,S19,Punjab,858,858,2017,0
Samrala,58,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,1035,1%,0,>70,4,Lost,4,1,134986,NOTA,NOTA,None of the Above,S19,Punjab,1035,1035,2017,0
Ludhiana South,61,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,944,1%,0,>70,5,Lost,5,1,101713,NOTA,NOTA,None of the Above,S19,Punjab,944,944,2017,0
Dakha,68,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,981,1%,0,>70,4,Lost,4,1,146287,NOTA,NOTA,None of the Above,S19,Punjab,981,981,2017,0
Faridkot,87,GEN,,NULL,None Of The Above,NOTA,10,0.00%,Candidate Count,15443466,TRUE,Upto 100,759,1%,0,>70,5,Lost,5,1,126420,NOTA,NOTA,None of the Above,S19,Punjab,759,759,2017,0
Talwandi Sabo,94,GEN,,NULL,None Of The Above,NOTA,10,0.00%,Candidate Count,15443466,TRUE,Upto 100,578,0%,0,>70,7,Lost,7,1,128426,NOTA,NOTA,None of the Above,S19,Punjab,578,578,2017,0
Sardulgarh,97,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,1062,1%,0,>70,5,Lost,5,1,153662,NOTA,NOTA,None of the Above,S19,Punjab,1062,1062,2017,0
Lehra,99,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,962,1%,0,>70,7,Lost,7,1,138204,NOTA,NOTA,None of the Above,S19,Punjab,962,962,2017,0
Barnala,103,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,889,1%,0,>70,7,Lost,7,1,134152,NOTA,NOTA,None of the Above,S19,Punjab,889,889,2017,0
Dera Bassi,112,GEN,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,15443466,TRUE,Upto 100,1345,1%,0,>70,4,Lost,4,1,178140,NOTA,NOTA,None of the Above,S19,Punjab,1345,1345,2017,0
Pathankot,3,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,907,1%,0,>70,4,Lost,4,1,110853,NOTA,NOTA,None of the Above,S19,Punjab,907,907,2017,0
Dera Baba  Nanak,10,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,961,1%,0,>70,5,Lost,5,1,140996,NOTA,NOTA,None of the Above,S19,Punjab,961,961,2017,0
Raja Sansi,12,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,917,1%,0,>70,5,Lost,5,1,132008,NOTA,NOTA,None of the Above,S19,Punjab,917,917,2017,0
Majitha,13,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,924,1%,0,>70,4,Lost,4,1,122608,NOTA,NOTA,None of the Above,S19,Punjab,924,924,2017,0
Jalandhar Central,35,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,1044,1%,0,>70,5,Lost,5,1,106347,NOTA,NOTA,None of the Above,S19,Punjab,1044,1044,2017,0
Balachaur,48,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,877,1%,0,>70,6,Lost,6,1,117422,NOTA,NOTA,None of the Above,S19,Punjab,877,877,2017,0
Kharar,52,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,1059,1%,0,>70,5,Lost,5,1,159478,NOTA,NOTA,None of the Above,S19,Punjab,1059,1059,2017,0
Khanna,57,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,850,1%,0,>70,5,Lost,5,1,126582,NOTA,NOTA,None of the Above,S19,Punjab,850,850,2017,0
Atam Nagar,62,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,963,1%,0,>70,4,Lost,4,1,107119,NOTA,NOTA,None of the Above,S19,Punjab,963,963,2017,0
Muktsar,86,GEN,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,15443466,TRUE,Upto 100,858,1%,0,>70,5,Lost,5,1,147084,NOTA,NOTA,None of the Above,S19,Punjab,858,858,2017,0
Sultanpur Lodhi,28,GEN,,NULL,None Of The Above,NOTA,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,616,1%,0,>70,7,Lost,7,1,108482,NOTA,NOTA,None of the Above,S19,Punjab,616,616,2017,0
Shahkot,32,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,849,1%,0,>70,6,Lost,6,1,135356,NOTA,NOTA,None of the Above,S19,Punjab,849,849,2017,0
Jalandhar North,36,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1182,1%,0,>70,5,Lost,5,1,124491,NOTA,NOTA,None of the Above,S19,Punjab,1182,1182,2017,0
Mukerian,39,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1018,1%,0,>70,8,Lost,8,1,135901,NOTA,NOTA,None of the Above,S19,Punjab,1018,1018,2017,0
Hoshiarpur,43,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1000,1%,0,>70,5,Lost,5,1,123179,NOTA,NOTA,None of the Above,S19,Punjab,1000,1000,2017,0
Amloh,56,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,841,1%,0,>70,7,Lost,7,1,113454,NOTA,NOTA,None of the Above,S19,Punjab,841,841,2017,0
Ludhiana North,65,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1307,1%,0,>70,7,Lost,7,1,124557,NOTA,NOTA,None of the Above,S19,Punjab,1307,1307,2017,0
Dharamkot,74,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1009,1%,0,>70,6,Lost,6,1,143996,NOTA,NOTA,None of the Above,S19,Punjab,1009,1009,2017,0
Firozpur City,76,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,934,1%,0,>70,4,Lost,4,1,125450,NOTA,NOTA,None of the Above,S19,Punjab,934,934,2017,0
Jalalabad,79,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1112,1%,0,>70,5,Lost,5,1,169049,NOTA,NOTA,None of the Above,S19,Punjab,1112,1112,2017,0
Abohar,81,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1212,1%,0,>70,4,Lost,4,1,125129,NOTA,NOTA,None of the Above,S19,Punjab,1212,1212,2017,0
Malerkotla,105,GEN,,NULL,None Of The Above,NOTA,12,0.00%,Candidate Count,15443466,TRUE,Upto 100,603,0%,0,>70,5,Lost,5,1,126255,NOTA,NOTA,None of the Above,S19,Punjab,603,603,2017,0
Rajpura,111,GEN,,NULL,None Of The Above,NOTA,12,0.01%,Candidate Count,15443466,TRUE,Upto 100,1026,1%,0,>70,7,Lost,7,1,128073,NOTA,NOTA,None of the Above,S19,Punjab,1026,1026,2017,0
Qadian,6,GEN,,NULL,None Of The Above,NOTA,13,0.01%,Candidate Count,15443466,TRUE,Upto 100,953,1%,0,>70,4,Lost,4,1,131829,NOTA,NOTA,None of the Above,S19,Punjab,953,953,2017,0
Amritsar South,19,GEN,,NULL,None Of The Above,NOTA,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,723,1%,0,>70,6,Lost,6,1,93361,NOTA,NOTA,None of the Above,S19,Punjab,723,723,2017,0
Dasuya,40,GEN,,NULL,None Of The Above,NOTA,13,0.01%,Candidate Count,15443466,TRUE,Upto 100,1193,1%,0,>70,7,Lost,7,1,130819,NOTA,NOTA,None of the Above,S19,Punjab,1193,1193,2017,0
Garhshankar,45,GEN,,NULL,None Of The Above,NOTA,13,0.01%,Candidate Count,15443466,TRUE,Upto 100,1121,1%,0,>70,6,Lost,6,1,125658,NOTA,NOTA,None of the Above,S19,Punjab,1121,1121,2017,0
Sahnewal,59,GEN,,NULL,None Of The Above,NOTA,13,0.01%,Candidate Count,15443466,TRUE,Upto 100,1510,1%,0,>70,5,Lost,5,1,167482,NOTA,NOTA,None of the Above,S19,Punjab,1510,1510,2017,0
Moga,73,GEN,,NULL,None Of The Above,NOTA,13,0.01%,Candidate Count,15443466,TRUE,Upto 100,785,1%,0,>70,6,Lost,6,1,145463,NOTA,NOTA,None of the Above,S19,Punjab,785,785,2017,0
Zira,75,GEN,,NULL,None Of The Above,NOTA,13,0.00%,Candidate Count,15443466,TRUE,Upto 100,622,0%,0,>70,5,Lost,5,1,151373,NOTA,NOTA,None of the Above,S19,Punjab,622,622,2017,0
Sunam,101,GEN,,NULL,None Of The Above,NOTA,13,0.01%,Candidate Count,15443466,TRUE,Upto 100,1718,1%,0,>70,5,Lost,5,1,155406,NOTA,NOTA,None of the Above,S19,Punjab,1718,1718,2017,0
